Philip BROJAKA POSITION,Philip BROJAKA LAP TIME,Philip BROJAKA ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,Guillaume MATHIEU POSITION,Guillaume MATHIEU LAP TIME,Guillaume MATHIEU ELAPSED TIME,Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME
1,6.8872,6.8872,2,7.0270,7.0270,3,7.3967,7.3967,4,8.0971,8.0971
1,9.3619,16.2491,2,9.3141,16.3411,3,9.2728,16.6695,4,9.6637,17.7608
1,9.0523,25.3014,2,9.1222,25.4633,3,8.9562,25.6257,4,9.5177,27.2785
4,33.8290,59.1304,2,9.6296,35.0929,1,9.3081,34.9338,3,9.9636,37.2421
4,28.96,1:28.084,2,10.05,45.138,1,10.03,44.956,3,10.87,48.113
