Matus UZAK POSITION,Matus UZAK LAP TIME,Matus UZAK ELAPSED TIME,Rusty SMITH POSITION,Rusty SMITH LAP TIME,Rusty SMITH ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Volodymyr CHERNEGA POSITION,Volodymyr CHERNEGA LAP TIME,Volodymyr CHERNEGA ELAPSED TIME
2,6.968,6.968,1,6.884,6.884,3,7.009,7.009,4,7.230,7.230
2,9.565,16.533,1,9.266,16.149,3,9.561,16.570,4,9.542,16.772
2,9.096,25.628,1,9.004,25.152,3,9.085,25.654,4,8.979,25.750
2,9.257,34.885,1,9.096,34.248,3,9.232,34.886,4,9.279,35.029
3,9.63,44.510,1,9.48,43.728,2,9.57,44.451,4,9.57,44.593
