Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME,ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Katherine REUTTER-ADAMEK POSITION,Katherine REUTTER-ADAMEK LAP TIME,Katherine REUTTER-ADAMEK ELAPSED TIME
1,13.200,13.200,3,13.530,13.530,4,13.580,13.580,2,13.510,13.510
1,11.050,24.260,3,11.050,24.590,4,11.030,24.610,2,10.800,24.320
1,10.640,34.900,4,10.600,35.190,2,10.330,34.940,3,10.650,34.980
1,9.900,44.800,4,9.920,45.120,3,10.140,45.090,2,9.920,44.900
1,9.860,54.670,3,9.780,54.910,4,9.880,54.980,2,9.790,54.690
1,9.520,1:04.190,4,9.650,1:04.560,2,9.350,1:04.330,3,9.690,1:04.380
1,9.570,1:13.760,3,9.490,1:14.060,4,9.980,1:14.310,2,9.390,1:13.780
2,9.740,1:23.510,3,9.530,1:23.600,4,9.710,1:24.030,1,9.600,1:23.390
2,9.740,1:33.250,1,9.190,1:32.790,4,9.390,1:33.420,3,9.960,1:33.350
