XU Fu POSITION,XU Fu LAP TIME,XU Fu ELAPSED TIME,Tomass BAKEVICS POSITION,Tomass BAKEVICS LAP TIME,Tomass BAKEVICS ELAPSED TIME,Kuandyk SULEYMENOV POSITION,Kuandyk SULEYMENOV LAP TIME,Kuandyk SULEYMENOV ELAPSED TIME,GIORDANO Marco POSITION,GIORDANO Marco LAP TIME,GIORDANO Marco ELAPSED TIME
1,6.85,6.85,2,7.00,7.00,4,7.79,7.79,3,7.39,7.39
1,9.15,16.00,3,9.65,16.65,4,9.44,17.23,2,9.24,16.63
1,8.92,24.92,3,9.39,26.04,4,8.98,26.21,2,9.18,25.81
1,8.68,33.60,3,9.24,35.28,4,9.23,35.44,2,8.88,34.69
1,9.23,42.822,4,9.65,44.926,3,8.63,44.061,2,9.13,43.817
