WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,KIKUCHI Kota POSITION,KIKUCHI Kota LAP TIME,KIKUCHI Kota ELAPSED TIME,SITNIKOV Pavel POSITION,SITNIKOV Pavel LAP TIME,SITNIKOV Pavel ELAPSED TIME,PARK Ji Won POSITION,PARK Ji Won LAP TIME,PARK Ji Won ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME
1,6.65,6.65,3,6.83,6.83,2,6.77,6.77,5,6.99,6.99,4,6.95,6.95
1,8.50,15.15,4,8.86,15.69,2,8.59,15.36,5,8.80,15.79,3,8.60,15.55
1,8.13,23.28,5,8.42,24.11,2,8.28,23.64,4,8.06,23.85,3,8.17,23.72
1,8.55,31.83,5,8.30,32.41,3,8.47,32.11,4,8.45,32.30,2,8.31,32.03
1,8.58,40.41,5,8.61,41.021,3,8.58,40.69,4,8.52,40.828,2,8.57,40.60
