Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Sherry STUTHRIDGE POSITION,Sherry STUTHRIDGE LAP TIME,Sherry STUTHRIDGE ELAPSED TIME
3,10.182,10.182,1,7.084,7.084,2,7.765,7.765
1,7.102,17.283,2,10.238,17.322,3,10.914,18.679
2,9.657,26.940,1,9.554,26.876,3,10.748,29.426
2,9.769,36.709,1,9.689,36.564,3,11.023,40.448
2,9.77,46.478,1,9.87,46.425,3,11.90,52.347
