ANTONIOLI Mattia POSITION,ANTONIOLI Mattia LAP TIME,ANTONIOLI Mattia ELAPSED TIME,CHOE Un Song POSITION,CHOE Un Song LAP TIME,CHOE Un Song ELAPSED TIME,NEMIRO Nikita POSITION,NEMIRO Nikita LAP TIME,NEMIRO Nikita ELAPSED TIME,Triphop THONGNGAM POSITION,Triphop THONGNGAM LAP TIME,Triphop THONGNGAM ELAPSED TIME,YANG Shuai POSITION,YANG Shuai LAP TIME,YANG Shuai ELAPSED TIME,MOODY Jonathan POSITION,MOODY Jonathan LAP TIME,MOODY Jonathan ELAPSED TIME
6,13.91,,1,12.61,,5,13.05,13.05,3,12.70,12.70,4,12.90,12.90,2,12.67,12.67
6,11.53,,2,9.67,,5,9.51,22.56,4,9.67,22.37,3,9.46,22.36,1,9.49,22.16
6,11.17,,2,9.76,,4,9.69,32.25,5,9.91,32.28,3,9.79,32.15,1,9.76,31.92
6,11.64,,3,9.41,,5,9.35,41.60,4,9.27,41.55,2,9.17,41.32,1,9.30,41.22
6,12.99,,3,9.19,,4,9.17,50.77,5,9.32,50.87,2,9.21,50.53,1,9.23,50.45
6,11.72,,3,9.30,,4,9.33,1:00.10,5,9.32,1:00.19,1,9.05,59.58,2,9.35,59.80
6,11.99,,2,9.39,,5,9.50,1:09.60,3,9.25,1:09.44,1,9.09,1:08.67,4,9.76,1:09.56
6,11.87,,2,9.56,,4,9.76,1:19.36,3,9.66,1:19.10,1,9.21,1:17.88,5,9.96,1:19.52
6,15.00,,2,9.52,,3,9.96,1:29.327,3,9.83,1:28.93,1,9.65,1:27.53,4,9.99,1:29.511
