FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,Hitomi SAITO POSITION,Hitomi SAITO LAP TIME,Hitomi SAITO ELAPSED TIME,BINEY Maame POSITION,BINEY Maame LAP TIME,BINEY Maame ELAPSED TIME,DOAK Rikki POSITION,DOAK Rikki LAP TIME,DOAK Rikki ELAPSED TIME
5,15.27,15.27,2,14.83,14.83,3,14.96,14.96,4,15.13,,1,14.71,14.71
5,10.68,25.95,3,10.82,25.65,2,10.60,25.56,4,10.66,,1,10.72,25.43
5,10.03,35.98,2,9.94,35.59,3,10.08,35.64,4,9.99,,1,10.08,35.51
5,9.58,45.56,1,9.59,45.18,4,9.84,45.48,3,9.56,,2,9.68,45.19
5,9.70,55.26,1,9.70,54.88,4,9.69,55.17,3,9.71,,2,9.76,54.95
5,9.76,1:05.02,1,9.74,1:04.62,4,9.77,1:04.94,3,9.69,,2,9.74,1:04.69
5,9.61,1:14.63,1,9.63,1:14.25,4,9.58,1:14.52,2,9.57,,3,9.66,1:14.35
4,9.47,1:24.10,1,9.57,1:23.82,5,9.70,1:24.22,3,9.67,,2,9.57,1:23.92
1,9.60,1:33.70,2,9.91,1:33.73,3,9.93,1:34.151,3,10.10,,5,10.41,1:34.33
