Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME
1,7.02,7.02,2,7.13,7.13,3,7.25,7.25,4,7.38,7.38
1,9.30,16.32,2,9.31,16.44,3,9.29,16.54,4,9.27,16.65
1,8.53,24.85,2,8.45,24.89,3,8.48,25.02,4,8.47,25.12
1,8.64,33.49,2,8.69,33.58,3,8.64,33.66,4,8.68,33.80
2,8.89,42.375,1,8.70,42.271,3,8.78,42.434,4,8.78,42.574
