Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Liam McFARLANE POSITION,Liam McFARLANE LAP TIME,Liam McFARLANE ELAPSED TIME
3,7.20,7.20,1,6.95,6.95,4,7.20,7.20,2,6.98,6.98
4,9.67,16.87,2,9.47,16.42,3,9.29,16.49,1,9.25,16.23
4,9.07,25.94,2,8.92,25.34,3,8.93,25.42,1,8.88,25.11
4,9.44,35.38,2,9.15,34.49,3,9.12,34.54,1,9.00,34.11
4,9.79,45.167,2,9.43,43.915,3,9.51,44.044,1,9.31,43.413
