Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME
2,7.00,7.00,1,6.97,6.97,3,7.11,7.11,4,7.27,7.27
3,9.20,16.20,1,8.89,15.86,2,9.01,16.12,4,9.13,16.40
2,8.48,24.68,1,8.57,24.43,4,9.02,25.14,3,8.54,24.94
2,8.65,33.33,1,8.66,33.09,4,8.85,33.99,3,8.61,33.55
2,8.74,42.065,1,8.86,41.943,4,9.11,43.100,3,8.74,42.286
