Tsvetan TSANKOV POSITION,Tsvetan TSANKOV LAP TIME,Tsvetan TSANKOV ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Timothy DEWISPELAERE POSITION,Timothy DEWISPELAERE LAP TIME,Timothy DEWISPELAERE ELAPSED TIME
4,7.44,7.44,3,7.18,7.18,1,6.85,6.85,2,7.06,7.06
4,9.29,16.73,3,9.22,16.40,1,9.12,15.97,2,9.04,16.10
4,8.90,25.63,3,8.76,25.16,1,8.73,24.70,2,8.77,24.87
4,9.01,34.64,3,9.01,34.17,1,8.75,33.45,2,8.71,33.58
4,9.26,43.899,3,9.14,43.306,1,8.98,42.430,2,8.91,42.485
