KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,XU Moyuan POSITION,XU Moyuan LAP TIME,XU Moyuan ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Namasthee HARRIS-GAUTHIER POSITION,Namasthee HARRIS-GAUTHIER LAP TIME,Namasthee HARRIS-GAUTHIER ELAPSED TIME
2,13.46,13.46,1,13.35,13.35,3,13.62,13.62,4,13.78,13.78,5,13.93,13.93
1,10.92,24.38,1,11.03,24.38,3,10.99,24.61,4,10.96,24.74,5,10.94,24.87
1,10.24,34.62,2,10.34,34.72,3,10.24,34.85,4,10.19,34.93,5,10.17,35.04
1,10.44,45.06,2,10.47,45.19,3,10.46,45.31,4,10.48,45.41,5,10.50,45.54
1,10.06,55.12,2,10.05,55.24,2,9.93,55.24,4,10.03,55.44,5,10.01,55.55
1,9.61,1:04.73,2,9.59,1:04.83,3,9.68,1:04.92,4,9.57,1:05.01,5,9.54,1:05.09
1,9.78,1:14.51,2,9.77,1:14.60,3,9.77,1:14.69,4,9.78,1:14.79,5,9.73,1:14.82
1,9.94,1:24.45,2,9.93,1:24.53,3,10.00,1:24.69,4,10.05,1:24.84,5,10.04,1:24.86
1,10.05,1:34.50,2,10.03,1:34.56,4,10.14,1:34.815,3,9.90,1:34.722,5,11.19,1:36.035
