Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,Viktor DIMITROV POSITION,Viktor DIMITROV LAP TIME,Viktor DIMITROV ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME
2,6.90,6.90,4,7.52,7.52,1,6.70,6.70,3,7.00,7.00
3,9.37,16.27,4,9.48,17.01,1,9.12,15.82,2,9.03,16.04
2,8.54,24.82,4,9.28,26.29,1,8.69,24.51,3,8.91,24.95
3,9.15,33.97,4,9.44,35.73,1,8.86,33.37,2,8.97,33.93
0,,DQ,3,10.23,45.954,1,9.10,42.466,2,10.23,44.151
