Daniel ZASTRUGOV POSITION,Daniel ZASTRUGOV LAP TIME,Daniel ZASTRUGOV ELAPSED TIME,Paul BEAUCHAMP POSITION,Paul BEAUCHAMP LAP TIME,Paul BEAUCHAMP ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME
4,7.49,7.49,1,7.08,7.08,3,7.44,7.44,2,7.10,7.10
4,9.75,17.24,2,9.05,16.13,3,9.12,16.56,1,8.90,16.00
4,9.27,26.51,2,8.60,24.73,3,8.61,25.17,1,8.61,24.61
4,9.65,36.16,1,8.67,33.40,3,9.01,34.18,1,8.79,33.40
4,10.07,46.23,1,9.06,42.46,3,9.31,43.49,2,9.16,42.56
