RUSNAKOVA Petra POSITION,RUSNAKOVA Petra LAP TIME,RUSNAKOVA Petra ELAPSED TIME,KIM Chanseo POSITION,KIM Chanseo LAP TIME,KIM Chanseo ELAPSED TIME,CHAMBERLAND-DOSTIE Lea POSITION,CHAMBERLAND-DOSTIE Lea LAP TIME,CHAMBERLAND-DOSTIE Lea ELAPSED TIME,Chiara BETTI POSITION,Chiara BETTI LAP TIME,Chiara BETTI ELAPSED TIME,FILIPOVA Lucia POSITION,FILIPOVA Lucia LAP TIME,FILIPOVA Lucia ELAPSED TIME
1,7.45,7.45,4,7.93,7.93,2,7.59,7.59,3,7.76,7.76,5,8.05,8.05
1,9.57,17.02,4,9.58,17.51,2,9.50,17.09,3,9.53,17.29,5,9.67,17.72
2,9.10,26.12,4,8.99,26.50,1,8.92,26.01,3,9.16,26.45,5,9.00,26.72
2,9.20,35.32,3,9.15,35.65,1,9.17,35.18,4,9.40,35.85,5,9.31,36.03
0,9.49,44.81,3,9.17,44.821,1,9.54,44.72,4,9.62,45.470,5,9.65,45.681
