Alyson DUDEK POSITION,Alyson DUDEK LAP TIME,Alyson DUDEK ELAPSED TIME,Aida BELLA POSITION,Aida BELLA LAP TIME,Aida BELLA ELAPSED TIME,Andrea KESZLER POSITION,Andrea KESZLER LAP TIME,Andrea KESZLER ELAPSED TIME
1,13.11,13.11,3,24.81,24.81,2,13.46,13.46
1,10.28,23.39,3,16.54,41.35,2,10.03,23.49
1,10.29,33.68,3,11.82,53.17,2,10.27,33.76
1,10.56,44.24,3,12.39,1:05.56,2,10.59,44.35
1,10.47,54.71,3,11.39,1:16.95,2,10.49,54.84
1,10.18,1:04.89,3,11.84,1:28.79,2,10.18,1:05.02
1,9.85,1:14.74,3,12.26,1:41.05,2,9.86,1:14.88
1,9.70,1:24.44,3,13.00,1:54.05,2,9.68,1:24.56
1,9.77,1:34.203,3,19.88,2:13.923,2,9.92,1:34.474
