Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Jamie MACDONALD POSITION,Jamie MACDONALD LAP TIME,Jamie MACDONALD ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME,Erika LINDGREN POSITION,Erika LINDGREN LAP TIME,Erika LINDGREN ELAPSED TIME
1,7.28,7.28,2,7.38,7.38,3,7.63,7.63,4,7.84,7.84,5,8.09,8.09
1,9.66,16.94,2,9.64,17.02,3,9.52,17.15,4,9.46,17.30,5,9.66,17.75
1,8.96,25.90,2,8.96,25.98,3,8.96,26.11,4,8.93,26.23,5,9.25,27.00
1,9.10,35.00,2,9.09,35.07,3,9.05,35.16,4,9.05,35.28,5,9.57,36.57
1,9.30,44.302,2,9.26,44.327,3,9.36,44.508,4,9.32,44.594,5,10.01,46.558
