Necmettin Berk YETISKEN POSITION,Necmettin Berk YETISKEN LAP TIME,Necmettin Berk YETISKEN ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Mathias VOSTE POSITION,Mathias VOSTE LAP TIME,Mathias VOSTE ELAPSED TIME,Jacob JANSSON POSITION,Jacob JANSSON LAP TIME,Jacob JANSSON ELAPSED TIME,Max BACKSTROM POSITION,Max BACKSTROM LAP TIME,Max BACKSTROM ELAPSED TIME
2,13.62,13.62,3,13.81,13.81,1,13.50,13.50,4,13.93,13.93,5,14.25,14.25
2,10.75,24.37,3,10.68,24.49,1,10.74,24.24,4,10.71,24.64,5,10.50,24.75
3,10.48,34.85,2,10.34,34.83,1,10.46,34.70,4,10.41,35.05,5,10.51,35.26
3,9.82,44.67,2,9.76,44.59,1,9.70,44.40,4,9.79,44.84,5,9.76,45.02
3,9.57,54.24,2,9.53,54.12,1,9.50,53.90,4,9.58,54.42,5,9.58,54.60
3,9.33,1:03.57,2,9.34,1:03.46,1,9.30,1:03.20,4,9.35,1:03.77,5,9.60,1:04.20
3,9.31,1:12.88,2,9.28,1:12.74,1,9.25,1:12.45,4,9.42,1:13.19,5,9.89,1:14.09
3,9.31,1:22.19,1,8.87,1:21.61,2,9.38,1:21.83,4,9.78,1:22.97,5,10.31,1:24.40
3,9.57,1:31.758,1,9.20,1:30.801,2,9.24,1:31.064,4,10.21,1:33.171,5,10.57,1:34.969
