ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME
1,7.02,7.02,2,7.44,7.44,3,7.56,7.56,4,7.58,7.58
1,9.25,16.27,3,9.81,17.25,4,9.84,17.40,2,9.66,17.24
1,9.18,25.45,2,9.12,26.37,4,9.20,26.60,3,9.14,26.38
1,9.31,34.76,3,9.31,35.68,4,9.13,35.73,2,8.98,35.36
1,9.71,44.467,3,9.42,45.095,4,9.47,45.195,2,9.38,44.736
