SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME,YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,WOLFGANG Matthias POSITION,WOLFGANG Matthias LAP TIME,WOLFGANG Matthias ELAPSED TIME
3,7.06,7.06,1,6.93,6.93,2,7.05,7.05,4,7.44,7.44
3,9.03,16.09,1,8.87,15.80,2,8.86,15.91,4,9.39,16.83
3,8.48,24.57,1,8.35,24.15,2,8.40,24.31,4,9.15,25.98
3,8.58,33.15,1,8.48,32.63,2,8.47,32.78,4,9.40,35.38
3,8.76,41.91,1,8.66,41.29,2,8.56,41.34,4,9.64,45.02
