TAO Jiaying POSITION,TAO Jiaying LAP TIME,TAO Jiaying ELAPSED TIME,Ekaterina STRELKOVA POSITION,Ekaterina STRELKOVA LAP TIME,Ekaterina STRELKOVA ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME
1,13.74,13.74,2,13.81,13.81,3,13.83,13.83,4,13.96,13.96
1,10.46,24.20,3,10.51,24.32,2,10.47,24.30,4,10.41,24.37
1,10.07,34.27,3,10.07,34.39,2,10.05,34.35,4,10.20,34.57
1,9.77,44.04,2,9.73,44.12,3,9.82,44.17,4,9.65,44.22
1,9.45,53.49,2,9.51,53.63,3,9.49,53.66,4,9.52,53.74
1,9.59,1:03.08,4,9.83,1:03.46,2,9.57,1:03.23,3,9.61,1:03.35
1,9.52,1:12.60,4,9.71,1:13.17,2,9.55,1:12.78,3,9.46,1:12.81
1,9.55,1:22.15,4,9.76,1:22.93,3,9.73,1:22.51,2,9.41,1:22.22
1,9.59,1:31.733,4,10.44,1:33.364,3,10.02,1:32.522,2,9.68,1:31.893
