Dave VERSTEEG POSITION,Dave VERSTEEG LAP TIME,Dave VERSTEEG ELAPSED TIME,Leon FLACK POSITION,Leon FLACK LAP TIME,Leon FLACK ELAPSED TIME,SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Jean-Francois MONETTE POSITION,Jean-Francois MONETTE LAP TIME,Jean-Francois MONETTE ELAPSED TIME
3,13.162,13.162,5,13.483,13.483,1,13.119,13.119,4,13.428,13.428,2,13.157,13.157
3,9.902,23.064,5,9.831,23.314,1,9.796,22.915,4,9.831,23.258,2,9.762,22.919
3,9.175,32.238,5,9.119,32.433,1,9.062,31.976,4,9.118,32.376,2,9.190,32.108
3,9.060,41.298,5,9.085,41.517,1,9.111,41.087,4,9.008,41.383,2,9.094,41.202
4,9.308,50.606,5,9.246,50.762,1,9.142,50.228,3,9.051,50.434,2,9.139,50.341
4,9.258,59.863,5,9.181,59.943,1,9.169,59.397,2,9.110,59.543,3,9.227,59.568
4,9.376,1:09.239,5,9.616,1:09.559,1,9.118,1:08.514,2,9.089,1:08.632,3,9.151,1:08.718
4,9.648,1:18.886,5,9.517,1:19.075,1,9.427,1:17.940,2,9.425,1:18.057,3,9.386,1:18.104
5,10.19,1:29.071,4,9.73,1:28.797,1,9.64,1:27.575,2,9.60,1:27.654,3,9.69,1:27.789
