PARK Jin-Hwan POSITION,PARK Jin-Hwan LAP TIME,PARK Jin-Hwan ELAPSED TIME,Nicolas BEAN POSITION,Nicolas BEAN LAP TIME,Nicolas BEAN ELAPSED TIME,J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME
2,12.47,12.47,1,12.35,12.35,3,12.69,12.69,4,12.91,12.91
1,9.68,22.16,2,9.85,22.20,3,9.79,22.49,4,9.71,22.62
1,9.69,31.85,2,9.76,31.97,3,9.60,32.09,4,9.56,32.19
1,9.46,41.32,2,9.39,41.37,3,9.40,41.50,4,9.50,41.69
1,9.07,50.40,2,9.06,50.43,3,9.15,50.65,4,9.13,50.83
1,9.01,59.41,4,9.33,59.76,2,8.93,59.58,3,8.89,59.72
1,8.97,1:08.38,2,8.69,1:08.46,3,9.02,1:08.61,4,9.12,1:08.85
1,9.09,1:17.48,4,9.87,1:18.33,2,8.96,1:17.57,3,9.13,1:17.99
1,9.39,1:26.871,4,9.89,1:28.213,2,9.47,1:27.034,3,9.52,1:27.507
