LEE June Seo POSITION,LEE June Seo LAP TIME,LEE June Seo ELAPSED TIME,KUCZYNSKI Lukasz POSITION,KUCZYNSKI Lukasz LAP TIME,KUCZYNSKI Lukasz ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME
1,6.66,6.66,2,6.79,6.79,4,7.30,7.30,3,7.03,7.03
1,8.67,15.33,2,8.75,15.54,4,9.02,16.32,3,8.59,15.62
1,8.38,23.71,3,8.41,23.95,4,8.54,24.86,2,8.26,23.88
1,8.51,32.22,3,8.67,32.62,4,8.62,33.48,2,8.50,32.38
1,8.82,41.04,3,9.02,41.64,4,8.84,42.32,2,8.80,41.18
