Alex VARNYU POSITION,Alex VARNYU LAP TIME,Alex VARNYU ELAPSED TIME,Mateusz KRZEMINSKI POSITION,Mateusz KRZEMINSKI LAP TIME,Mateusz KRZEMINSKI ELAPSED TIME,SHAMUKHANOV Yerkebulan POSITION,SHAMUKHANOV Yerkebulan LAP TIME,SHAMUKHANOV Yerkebulan ELAPSED TIME,Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME,ADAMSKI Pawel POSITION,ADAMSKI Pawel LAP TIME,ADAMSKI Pawel ELAPSED TIME
2,13.46,13.46,5,13.73,13.73,3,13.60,13.60,1,13.39,13.39,4,13.65,13.65
3,9.92,23.38,5,9.93,23.66,4,9.90,23.50,1,9.81,23.20,2,9.65,23.30
3,9.56,32.94,5,9.60,33.26,4,9.56,33.06,1,9.58,32.78,2,9.58,32.88
4,9.58,42.52,5,9.38,42.64,3,9.38,42.44,1,9.56,42.34,2,9.55,42.43
3,9.16,51.68,5,9.26,51.90,2,9.16,51.60,1,9.15,51.49,4,9.37,51.80
3,9.24,1:00.92,5,9.22,1:01.12,2,9.16,1:00.76,1,9.26,1:00.75,4,9.23,1:01.03
2,8.83,1:09.75,5,8.94,1:10.06,1,8.94,1:09.70,3,9.12,1:09.87,4,9.00,1:10.03
1,8.90,1:18.65,4,8.88,1:18.94,2,8.99,1:18.69,3,8.97,1:18.84,5,9.21,1:19.24
1,9.05,1:27.70,3,8.97,1:27.91,2,9.16,1:27.85,4,9.22,1:28.068,5,9.46,1:28.701
