AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME
2,7.08,7.08,1,6.89,6.89,4,10.20,10.20,3,7.35,7.35
2,8.64,15.72,1,8.68,15.57,4,11.72,21.92,3,8.70,16.05
2,8.24,23.96,1,8.32,23.89,4,12.51,34.43,3,8.18,24.23
2,8.51,32.47,1,8.50,32.39,4,11.25,45.68,3,8.35,32.58
4,33.69,1:06.114,1,8.70,41.079,3,10.89,56.537,2,8.55,41.118
