Steve ROBILLARD POSITION,Steve ROBILLARD LAP TIME,Steve ROBILLARD ELAPSED TIME,Azamat NURMAGAMBETOV POSITION,Azamat NURMAGAMBETOV LAP TIME,Azamat NURMAGAMBETOV ELAPSED TIME,Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME,Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME
2,12.970,12.970,4,13.370,13.370,1,12.800,12.800,3,13.100,13.100
2,9.630,22.600,4,9.530,22.900,1,9.730,22.540,3,9.710,22.810
2,9.650,32.260,3,9.620,32.530,1,9.600,32.140,4,9.870,32.680
2,9.730,41.990,4,9.760,42.300,1,9.640,41.780,3,9.320,42.000
1,9.560,51.550,4,9.710,52.020,2,9.830,51.620,3,9.820,51.830
2,9.650,1:01.210,4,10.160,1:02.180,1,9.450,1:01.070,3,9.500,1:01.340
2,9.340,1:10.560,4,10.390,1:12.580,3,9.690,1:10.760,1,9.200,1:10.550
1,9.270,1:19.830,4,10.790,1:23.380,2,9.180,1:19.950,3,9.820,1:20.380
1,9.450,1:29.280,4,11.500,1:34.880,3,10.570,1:30.520,2,9.160,1:29.540
