Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,Vera ANTANENKA POSITION,Vera ANTANENKA LAP TIME,Vera ANTANENKA ELAPSED TIME,Maria ORLOVA POSITION,Maria ORLOVA LAP TIME,Maria ORLOVA ELAPSED TIME
1,7.24,7.24,2,7.62,7.62,3,8.05,8.05,4,8.17,8.17
1,9.48,16.72,2,9.73,17.35,3,9.86,17.91,4,9.84,18.01
1,9.19,25.91,2,9.39,26.74,3,9.31,27.22,4,9.28,27.29
1,9.39,35.30,2,9.48,36.22,4,9.57,36.79,3,9.38,36.67
1,9.57,44.865,2,9.68,45.899,4,9.66,46.446,3,9.69,46.359
