Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Hannes KROEGER POSITION,Hannes KROEGER LAP TIME,Hannes KROEGER ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Ronald CALDECUTT POSITION,Ronald CALDECUTT LAP TIME,Ronald CALDECUTT ELAPSED TIME
2,7.24,7.24,1,7.14,7.14,3,7.41,7.41,4,7.53,7.53
1,9.28,16.52,2,9.39,16.53,3,9.27,16.68,4,9.30,16.83
1,8.77,25.29,2,8.91,25.44,3,8.89,25.57,4,9.03,25.86
1,8.93,34.22,2,8.89,34.33,3,8.97,34.54,4,9.28,35.14
1,9.12,43.339,2,9.04,43.364,3,9.35,43.882,4,9.37,44.508
