HAN Yu Tong POSITION,HAN Yu Tong LAP TIME,HAN Yu Tong ELAPSED TIME,Mariya IZAFATAVA POSITION,Mariya IZAFATAVA LAP TIME,Mariya IZAFATAVA ELAPSED TIME,MONVOISIN Aurelie POSITION,MONVOISIN Aurelie LAP TIME,MONVOISIN Aurelie ELAPSED TIME,Renata SZOCS POSITION,Renata SZOCS LAP TIME,Renata SZOCS ELAPSED TIME
2,7.36,7.36,3,7.59,7.59,4,7.97,7.97,1,7.33,7.33
1,9.63,16.99,4,10.98,18.57,3,9.99,17.96,2,10.43,17.76
1,8.88,25.87,4,10.14,28.71,3,9.44,27.40,2,9.14,26.90
1,9.16,35.03,4,10.52,39.23,3,9.86,37.26,2,10.13,37.03
1,9.69,44.711,4,10.23,49.459,2,9.39,46.642,3,10.08,47.102
