Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,VIGANTS Endijs POSITION,VIGANTS Endijs LAP TIME,VIGANTS Endijs ELAPSED TIME,PARK Se Yeong POSITION,PARK Se Yeong LAP TIME,PARK Se Yeong ELAPSED TIME,Zen Sheng Sian KOH POSITION,Zen Sheng Sian KOH LAP TIME,Zen Sheng Sian KOH ELAPSED TIME
1,6.79,6.79,3,7.09,7.09,4,7.48,7.48,2,6.95,6.95,5,7.61,7.61
1,8.97,15.76,3,8.97,16.06,4,9.55,17.03,2,8.99,15.94,5,9.64,17.25
1,8.50,24.26,3,8.40,24.46,4,9.03,26.06,2,8.41,24.35,5,9.30,26.55
1,8.58,32.84,3,8.56,33.02,4,9.13,35.19,2,8.57,32.92,5,9.69,36.24
1,8.69,41.53,3,8.70,41.72,4,9.35,44.54,2,8.71,41.63,5,9.95,46.19
