Cees JUFFERMANS POSITION,Cees JUFFERMANS LAP TIME,Cees JUFFERMANS ELAPSED TIME,David GROSSENBACHER POSITION,David GROSSENBACHER LAP TIME,David GROSSENBACHER ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Alex IZYKOWSKI POSITION,Alex IZYKOWSKI LAP TIME,Alex IZYKOWSKI ELAPSED TIME
3,7.450,7.450,4,7.496,7.496,1,7.161,7.161,2,7.239,7.239
3,9.156,16.605,4,9.509,17.004,1,9.168,16.328,2,9.112,16.351
3,8.722,25.327,4,9.238,26.242,1,8.723,25.050,2,8.816,25.167
3,8.712,34.038,4,9.448,35.689,1,8.835,33.885,2,8.805,33.971
2,8.61,42.640,4,9.14,44.828,1,8.72,42.602,3,8.69,42.658
