Lucie SVITILOVA POSITION,Lucie SVITILOVA LAP TIME,Lucie SVITILOVA ELAPSED TIME,Alanna KRAUS POSITION,Alanna KRAUS LAP TIME,Alanna KRAUS ELAPSED TIME,Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,Elizaveta IVLJEVA POSITION,Elizaveta IVLJEVA LAP TIME,Elizaveta IVLJEVA ELAPSED TIME
2,7.613,7.613,1,7.277,7.277,4,8.060,8.060,3,8.051,8.051
2,9.979,17.591,1,9.931,17.207,3,10.023,18.082,4,10.096,18.147
3,9.826,27.417,1,9.511,26.718,2,9.274,27.355,4,9.523,27.669
4,9.938,37.354,1,9.897,36.614,2,9.528,36.882,3,9.684,37.352
3,10.15,47.497,1,10.25,46.864,2,10.11,46.992,4,10.79,48.142
