Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Adam CALLISTER POSITION,Adam CALLISTER LAP TIME,Adam CALLISTER ELAPSED TIME,Paul BEAUCHAMP POSITION,Paul BEAUCHAMP LAP TIME,Paul BEAUCHAMP ELAPSED TIME,Einar AGDESTEIN POSITION,Einar AGDESTEIN LAP TIME,Einar AGDESTEIN ELAPSED TIME,CHU Sidney K POSITION,CHU Sidney K LAP TIME,CHU Sidney K ELAPSED TIME,Hazar KARAGOL POSITION,Hazar KARAGOL LAP TIME,Hazar KARAGOL ELAPSED TIME
2,12.37,12.37,1,12.24,12.24,3,12.47,12.47,4,12.80,12.80,5,13.28,13.28,6,13.60,13.60
2,9.50,21.87,1,9.46,21.70,3,9.47,21.94,4,9.27,22.07,5,9.21,22.49,6,9.48,23.08
2,9.22,31.09,1,9.28,30.98,3,9.24,31.18,4,9.25,31.32,5,9.33,31.82,6,9.30,32.38
2,9.21,40.30,1,9.22,40.20,3,9.21,40.39,4,9.17,40.49,5,9.36,41.18,6,9.45,41.83
2,9.21,49.51,1,9.18,49.38,3,9.16,49.55,4,9.26,49.75,5,9.48,50.66,6,9.73,51.56
2,9.17,58.68,1,9.19,58.57,3,9.26,58.81,4,9.27,59.02,5,9.89,1:00.55,6,10.13,1:01.69
1,9.20,1:07.88,2,9.35,1:07.92,3,9.22,1:08.03,4,9.54,1:08.56,5,10.33,1:10.88,6,10.66,1:12.35
1,9.44,1:17.32,3,9.64,1:17.56,2,9.35,1:17.38,4,9.98,1:18.54,5,10.84,1:21.72,6,11.17,1:23.52
2,9.79,1:27.11,3,9.67,1:27.23,1,9.55,1:26.93,4,10.18,1:28.700,5,11.25,1:32.949,6,11.67,1:35.161
