CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,AN Kai POSITION,AN Kai LAP TIME,AN Kai ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME,ARADHYA Akash POSITION,ARADHYA Akash LAP TIME,ARADHYA Akash ELAPSED TIME,Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME
4,7.11,7.11,1,6.87,6.87,2,6.98,6.98,5,7.57,7.57,3,7.10,7.10
4,8.96,16.07,1,8.89,15.76,2,8.81,15.79,5,9.63,17.20,3,8.83,15.93
4,8.59,24.66,2,8.68,24.44,1,8.58,24.37,5,9.29,26.49,3,8.54,24.47
4,8.79,33.45,3,8.89,33.33,1,8.74,33.11,5,9.45,35.94,2,8.72,33.19
4,8.67,42.104,3,,41.994,2,,41.974,5,9.92,45.835,1,8.70,41.869
