SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Jakov DOMITREK POSITION,Jakov DOMITREK LAP TIME,Jakov DOMITREK ELAPSED TIME,Matej KRUPKA POSITION,Matej KRUPKA LAP TIME,Matej KRUPKA ELAPSED TIME
1,14.417,14.417,3,14.536,14.536,4,14.745,14.745,2,14.451,14.451
1,10.436,24.853,3,10.566,25.103,4,10.604,25.349,2,10.411,24.862
1,10.305,35.158,3,10.357,35.460,4,10.713,36.062,2,10.326,35.188
1,10.293,45.451,3,10.269,45.729,4,10.846,46.909,2,10.399,45.586
1,9.720,55.171,2,9.481,55.210,4,10.894,57.803,3,9.836,55.422
1,9.405,1:04.577,2,9.394,1:04.603,4,11.115,1:08.918,3,9.922,1:05.344
2,9.697,1:14.274,1,9.473,1:14.077,4,11.520,1:20.438,3,10.020,1:15.364
2,9.816,1:24.090,1,9.865,1:23.942,4,11.819,1:32.257,3,10.278,1:25.642
1,10.100,1:34.190,2,10.250,1:34.192,4,12.159,1:44.416,3,10.599,1:36.241
