Artem KOZLOV POSITION,Artem KOZLOV LAP TIME,Artem KOZLOV ELAPSED TIME,MOODY Jonathan POSITION,MOODY Jonathan LAP TIME,MOODY Jonathan ELAPSED TIME,Nicolas LABORDE POSITION,Nicolas LABORDE LAP TIME,Nicolas LABORDE ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,Hijiri IWASHITA POSITION,Hijiri IWASHITA LAP TIME,Hijiri IWASHITA ELAPSED TIME
1,6.98,6.98,2,7.13,7.13,4,7.25,7.25,3,7.17,7.17,5,7.41,7.41
1,8.87,15.85,3,9.13,16.26,5,9.32,16.57,2,8.86,16.03,4,8.93,16.34
1,8.31,24.16,4,8.69,24.95,5,8.71,25.28,2,8.42,24.45,3,8.42,24.76
1,8.47,32.63,4,8.72,33.67,5,8.84,34.12,2,8.50,32.95,3,8.45,33.21
1,8.60,41.23,4,8.91,42.584,5,9.17,43.294,2,8.61,41.56,3,8.49,41.705
