Viktor KOROLOV POSITION,Viktor KOROLOV LAP TIME,Viktor KOROLOV ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Dustin MILLER POSITION,Dustin MILLER LAP TIME,Dustin MILLER ELAPSED TIME
4,14.25,14.25,1,6.95,6.95,2,7.12,7.12,3,7.25,7.25
4,12.47,26.72,1,9.15,16.10,2,9.09,16.21,3,9.16,16.41
4,9.56,36.28,2,8.80,24.90,1,8.66,24.87,3,8.72,25.13
4,9.44,45.72,2,8.80,33.70,1,8.74,33.61,3,8.75,33.88
4,10.20,55.919,2,9.13,42.825,1,9.16,42.768,3,8.98,42.852
