HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Kyle CARR POSITION,Kyle CARR LAP TIME,Kyle CARR ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME
1,6.72,6.72,2,6.92,6.92,3,7.07,7.07,5,7.23,7.23,4,7.18,7.18
1,8.92,15.64,2,8.93,15.85,3,8.98,16.05,5,9.28,16.51,4,9.16,16.34
1,8.63,24.27,2,8.58,24.43,3,8.61,24.66,5,8.73,25.24,4,8.76,25.10
1,8.74,33.01,2,8.75,33.18,3,8.79,33.45,5,8.93,34.17,4,8.89,33.99
1,8.89,41.895,2,8.88,42.052,3,9.06,42.504,5,9.16,43.330,4,9.22,43.202
