ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Julie JUNG POSITION,Julie JUNG LAP TIME,Julie JUNG ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,Gabrielle WILLIAMSON-DERRAUGH POSITION,Gabrielle WILLIAMSON-DERRAUGH LAP TIME,Gabrielle WILLIAMSON-DERRAUGH ELAPSED TIME
1,7.14,7.14,3,7.63,7.63,2,7.41,7.41,4,7.63,7.63
1,9.41,16.55,3,9.70,17.33,2,9.48,16.89,4,9.88,17.51
1,9.09,25.64,3,9.06,26.39,2,9.17,26.06,4,9.06,26.57
1,9.27,34.91,3,9.13,35.52,2,9.22,35.28,4,9.09,35.66
1,9.48,44.385,3,9.43,44.942,2,9.57,44.847,4,9.32,44.980
