Olga MASKAIKINA POSITION,Olga MASKAIKINA LAP TIME,Olga MASKAIKINA ELAPSED TIME,ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Tina KOENIG POSITION,Tina KOENIG LAP TIME,Tina KOENIG ELAPSED TIME
1,17.905,17.905,3,18.168,18.168,4,18.367,18.367,2,17.929,17.929
1,13.447,31.352,3,13.359,31.527,4,13.461,31.828,2,13.466,31.396
3,11.881,43.234,4,11.780,43.307,1,11.210,43.037,2,11.722,43.117
1,10.975,54.208,4,11.182,54.488,3,11.352,54.390,2,11.257,54.374
2,10.532,1:04.741,3,10.496,1:04.984,4,10.748,1:05.137,1,10.278,1:04.652
2,10.285,1:15.026,4,10.206,1:15.190,3,9.994,1:15.131,1,10.153,1:14.805
2,9.942,1:24.967,3,10.022,1:25.212,4,10.167,1:25.298,1,10.042,1:24.847
1,9.855,1:34.823,4,9.821,1:35.033,2,9.553,1:34.851,3,10.148,1:34.995
3,10.334,1:45.157,1,9.426,1:44.459,2,9.783,1:44.634,4,10.330,1:45.325
