Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME
1,6.906,6.906,2,7.000,7.000,4,7.204,7.204,3,7.163,7.163
2,9.409,16.315,1,9.313,16.312,3,9.259,16.463,4,9.389,16.552
2,9.237,25.552,1,9.015,25.328,3,9.178,25.641,4,9.215,25.767
2,9.128,34.680,1,8.938,34.265,3,9.236,34.876,4,9.235,35.002
2,9.256,43.936,1,9.197,43.462,3,9.098,43.974,4,9.431,44.433
