Vojtech LOUDIN POSITION,Vojtech LOUDIN LAP TIME,Vojtech LOUDIN ELAPSED TIME,Maksim SIARHEYU POSITION,Maksim SIARHEYU LAP TIME,Maksim SIARHEYU ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME,Inan EREN POSITION,Inan EREN LAP TIME,Inan EREN ELAPSED TIME
1,7.06,7.06,3,7.28,7.28,2,7.15,7.15,4,7.51,7.51
2,9.26,16.32,3,9.30,16.58,1,9.13,16.28,4,9.33,16.84
2,8.90,25.22,3,8.72,25.30,1,8.71,24.99,4,9.00,25.84
2,8.85,34.07,3,8.84,34.14,1,8.78,33.77,4,9.22,35.06
2,9.07,43.140,3,9.04,43.177,1,9.02,42.784,4,9.51,44.561
