Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME
1,6.770,6.770,3,6.920,6.920,2,6.860,6.860,4,7.100,7.100
1,9.330,16.110,2,9.230,16.150,3,9.340,16.210,4,9.230,16.330
2,8.810,24.920,1,8.720,24.880,3,8.740,24.950,4,8.710,25.040
1,9.020,33.950,4,9.510,34.390,3,9.190,34.150,2,9.040,34.090
1,9.470,43.420,4,9.350,43.740,2,9.350,43.500,3,9.450,43.550
