Aida BELLA POSITION,Aida BELLA LAP TIME,Aida BELLA ELAPSED TIME,Susanne RUDOLPH POSITION,Susanne RUDOLPH LAP TIME,Susanne RUDOLPH ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,Maria GARCIA POSITION,Maria GARCIA LAP TIME,Maria GARCIA ELAPSED TIME
1,7.35,7.35,2,7.46,7.46,3,7.56,7.56,4,7.77,7.77
1,9.89,17.24,2,9.79,17.25,4,9.88,17.45,3,9.66,17.44
2,9.42,26.67,1,9.39,26.64,3,9.27,26.73,4,9.32,26.76
1,9.48,36.15,2,9.50,36.15,3,9.45,36.18,4,9.57,36.34
2,9.96,46.105,1,9.87,46.012,3,10.00,46.176,4,10.26,46.598
