MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,TALAYEVA Volha POSITION,TALAYEVA Volha LAP TIME,TALAYEVA Volha ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME
1,7.47,7.47,3,7.70,7.70,4,7.78,7.78,2,7.57,7.57
1,9.67,17.14,4,9.90,17.60,3,9.64,17.42,2,9.72,17.29
1,9.15,26.29,4,9.52,27.12,3,9.11,26.53,2,9.17,26.46
1,9.21,35.50,4,9.39,36.51,3,9.17,35.70,2,9.13,35.59
1,9.59,45.082,3,9.68,46.186,2,9.49,45.190,4,23.51,59.096
