Patrick DUFFY POSITION,Patrick DUFFY LAP TIME,Patrick DUFFY ELAPSED TIME,FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,Felix SPIEGL POSITION,Felix SPIEGL LAP TIME,Felix SPIEGL ELAPSED TIME
1,7.00,7.00,2,7.14,7.14,3,7.27,7.27,4,7.42,7.42
1,8.98,15.98,2,9.01,16.15,3,8.89,16.16,4,9.01,16.43
1,8.41,24.39,3,8.61,24.76,2,8.47,24.63,4,8.56,24.99
1,8.64,33.03,3,8.56,33.32,2,8.53,33.16,4,8.65,33.64
1,8.69,41.72,3,8.56,41.888,0,8.72,41.88,4,8.76,42.408
