Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Chris CREVELING POSITION,Chris CREVELING LAP TIME,Chris CREVELING ELAPSED TIME
2,12.55,12.55,1,12.45,12.45,4,12.84,12.84,3,12.72,12.72
1,9.16,21.71,3,9.35,21.80,4,9.11,21.95,2,9.07,21.79
1,8.81,30.52,4,9.09,30.89,3,8.69,30.64,2,8.83,30.62
1,8.77,39.29,4,8.71,39.60,2,8.73,39.37,3,8.83,39.45
1,8.75,48.04,4,8.81,48.41,2,8.77,48.14,3,8.79,48.24
1,8.73,56.77,4,8.62,57.03,2,8.70,56.84,3,8.70,56.94
2,8.68,1:05.45,4,8.64,1:05.67,1,8.54,1:05.38,3,8.62,1:05.56
2,8.73,1:14.18,4,8.74,1:14.41,1,8.71,1:14.09,3,8.70,1:14.26
2,8.94,1:23.114,4,9.03,1:23.438,1,8.92,1:23.007,3,8.93,1:23.187
