Tomasz WROBLEWSKI POSITION,Tomasz WROBLEWSKI LAP TIME,Tomasz WROBLEWSKI ELAPSED TIME,Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,LEE Seung-Hoon POSITION,LEE Seung-Hoon LAP TIME,LEE Seung-Hoon ELAPSED TIME
1,7.230,7.230,2,7.250,7.250,3,7.340,7.340,4,7.360,7.360
2,9.320,16.560,3,9.500,16.750,4,9.540,16.880,1,9.160,16.530
2,9.020,25.590,4,9.360,26.120,3,9.210,26.100,1,8.900,25.430
2,9.200,34.790,3,9.830,35.950,4,10.340,36.450,1,9.040,34.470
2,9.660,44.450,3,9.990,45.940,4,13.250,49.700,1,9.460,43.940
