Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME
1,12.60,12.60,2,12.72,12.72,3,12.83,12.83,4,12.94,12.94
1,10.00,22.60,2,9.99,22.71,3,9.90,22.73,4,9.93,22.87
1,9.28,31.88,3,9.33,32.04,2,9.23,31.96,4,9.27,32.14
1,9.68,41.56,4,9.91,41.95,2,9.68,41.64,3,9.61,41.75
1,9.79,51.35,4,10.61,52.56,3,10.70,52.34,2,10.04,51.79
1,9.85,1:01.20,4,13.52,1:06.08,3,10.80,1:03.14,2,9.74,1:01.53
1,9.58,1:10.78,4,12.45,1:18.53,3,10.50,1:13.64,2,9.68,1:11.21
1,9.60,1:20.38,4,13.39,1:31.92,3,11.36,1:25.00,2,9.96,1:21.17
1,10.32,1:30.693,0,,DQ,3,12.66,1:37.657,2,10.65,1:31.818
