Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,Jonas KAUFMANN-LUDWIG POSITION,Jonas KAUFMANN-LUDWIG LAP TIME,Jonas KAUFMANN-LUDWIG ELAPSED TIME,CHEN Dequan POSITION,CHEN Dequan LAP TIME,CHEN Dequan ELAPSED TIME
1,12.57,12.57,3,12.74,12.74,2,12.67,12.67,5,12.98,12.98,4,12.80,12.80
1,9.98,22.55,3,10.00,22.74,2,9.98,22.65,4,9.86,22.84,5,10.17,22.97
1,9.49,32.04,3,9.48,32.22,2,9.49,32.14,4,9.47,32.31,5,9.44,32.41
1,9.33,41.37,2,9.24,41.46,3,9.35,41.49,5,9.39,41.70,4,9.22,41.63
1,8.98,50.35,2,9.00,50.46,3,9.08,50.57,5,9.13,50.83,4,9.06,50.69
1,9.13,59.48,2,9.12,59.58,3,9.12,59.69,5,9.12,59.95,4,9.15,59.84
1,8.90,1:08.38,2,8.90,1:08.48,3,8.88,1:08.57,5,9.20,1:09.15,4,8.93,1:08.77
1,8.84,1:17.22,2,8.83,1:17.31,3,8.83,1:17.40,5,9.37,1:18.52,4,9.04,1:17.81
1,9.01,1:26.221,2,9.06,1:26.367,3,9.00,1:26.396,5,9.57,1:28.082,4,9.44,1:27.242
