Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,Mikhail RAJINE POSITION,Mikhail RAJINE LAP TIME,Mikhail RAJINE ELAPSED TIME,Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME
3,6.966,6.966,1,6.696,6.696,2,6.741,6.741,5,7.079,7.079,4,6.976,6.976
3,9.120,16.085,1,9.203,15.899,2,9.268,16.008,5,9.367,16.445,4,9.129,16.104
2,8.990,25.075,3,9.205,25.103,1,8.962,24.970,5,8.931,25.376,4,9.210,25.313
4,9.370,34.445,2,9.171,34.273,1,9.143,34.113,5,9.262,34.638,3,9.059,34.372
3,9.29,43.728,2,9.45,43.720,1,9.39,43.500,5,9.62,44.252,4,9.52,43.890
