LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME
1,6.84,6.84,3,7.00,7.00,2,6.94,6.94,4,7.21,7.21
1,9.02,15.86,3,9.06,16.06,2,9.05,15.99,4,8.93,16.14
1,8.30,24.16,3,8.35,24.41,2,8.41,24.40,4,8.45,24.59
1,8.47,32.63,2,8.36,32.77,3,8.66,33.06,4,8.47,33.06
1,8.80,41.429,2,8.72,41.484,4,8.89,41.948,3,8.55,41.610
