Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,Daniel ZETZSCHE POSITION,Daniel ZETZSCHE LAP TIME,Daniel ZETZSCHE ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME
1,12.76,12.76,2,12.90,12.90,4,13.10,13.10,3,13.01,13.01
2,10.06,22.82,1,9.76,22.66,4,9.90,23.00,3,9.89,22.90
2,10.06,32.88,1,10.11,32.77,4,10.01,33.01,3,10.03,32.93
1,9.83,42.71,2,10.10,42.87,4,10.02,43.03,3,10.05,42.98
1,9.61,52.32,2,9.52,52.39,4,9.60,52.63,3,9.53,52.51
1,9.45,1:01.77,2,9.47,1:01.86,4,9.41,1:02.04,3,9.47,1:01.98
1,9.27,1:11.04,2,9.27,1:11.13,4,9.33,1:11.37,3,9.30,1:11.28
1,9.21,1:20.25,2,9.23,1:20.36,3,9.20,1:20.57,4,9.31,1:20.59
1,9.18,1:29.429,2,9.22,1:29.580,3,9.41,1:29.972,4,9.55,1:30.134
