Roger VALLVERDU IMBERNON POSITION,Roger VALLVERDU IMBERNON LAP TIME,Roger VALLVERDU IMBERNON ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME
4,14.14,14.14,2,13.26,13.26,1,13.12,13.12,3,13.42,13.42
4,10.40,24.54,2,9.99,23.25,1,10.06,23.18,3,9.97,23.39
4,10.87,35.41,2,9.83,33.08,1,9.77,32.95,3,9.82,33.21
4,10.81,46.22,2,9.63,42.71,1,9.69,42.64,3,9.61,42.82
4,11.11,57.33,2,9.80,52.51,1,9.80,52.44,3,9.81,52.63
4,11.37,1:08.70,1,9.65,1:02.16,3,9.74,1:02.18,1,9.53,1:02.16
4,12.55,1:21.25,2,9.24,1:11.40,3,9.80,1:11.98,1,9.07,1:11.23
4,12.07,1:33.32,2,8.95,1:20.35,3,10.12,1:22.10,1,9.08,1:20.31
4,12.43,1:45.75,2,8.99,1:29.34,3,10.50,1:32.60,1,8.95,1:29.26
