Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME
2,13.13,13.13,1,13.03,13.03,4,13.19,13.19,3,13.17,13.17
4,10.47,23.60,1,10.26,23.29,3,10.33,23.52,2,10.24,23.41
1,9.62,33.22,2,9.93,33.22,4,9.97,33.49,3,9.93,33.34
1,9.22,42.44,2,9.37,42.59,4,9.35,42.84,3,9.35,42.69
1,9.51,51.95,2,9.46,52.05,4,9.43,52.27,3,9.47,52.16
1,9.39,1:01.34,2,9.42,1:01.47,4,9.46,1:01.73,3,9.42,1:01.58
1,9.25,1:10.59,2,9.21,1:10.68,4,9.19,1:10.92,3,9.26,1:10.84
1,9.32,1:19.91,2,9.28,1:19.96,4,9.33,1:20.25,3,9.30,1:20.14
1,9.66,1:29.570,2,9.65,1:29.605,4,9.99,1:30.238,3,9.57,1:29.705
