Alexander MERRIMAN POSITION,Alexander MERRIMAN LAP TIME,Alexander MERRIMAN ELAPSED TIME,Denis BELLOTTI POSITION,Denis BELLOTTI LAP TIME,Denis BELLOTTI ELAPSED TIME,Boren ZUNAC POSITION,Boren ZUNAC LAP TIME,Boren ZUNAC ELAPSED TIME,Didier OLICHON-PERREAULT POSITION,Didier OLICHON-PERREAULT LAP TIME,Didier OLICHON-PERREAULT ELAPSED TIME
3,15.829,15.829,2,15.707,15.707,4,15.847,15.847,1,15.548,15.548
3,13.536,29.365,2,13.594,29.301,4,13.660,29.506,1,13.536,29.083
3,13.218,42.582,2,13.161,42.462,4,13.103,42.609,1,13.274,42.357
3,11.901,54.482,1,11.853,54.315,4,12.062,54.670,2,12.079,54.436
1,10.689,1:05.171,3,11.053,1:05.367,4,11.076,1:05.746,2,10.800,1:05.236
3,10.787,1:15.957,2,10.282,1:15.649,4,11.430,1:17.175,1,10.403,1:15.638
3,10.855,1:26.811,1,9.704,1:25.353,4,11.726,1:28.901,2,9.748,1:25.386
3,11.487,1:38.298,1,9.865,1:35.218,4,12.335,1:41.235,2,9.978,1:35.363
3,11.35,1:49.644,1,10.32,1:45.533,4,12.82,1:54.051,2,10.68,1:46.034
