HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Vincent JEANNE POSITION,Vincent JEANNE LAP TIME,Vincent JEANNE ELAPSED TIME
1,6.78,6.78,2,6.93,6.93,3,7.05,7.05,4,7.31,7.31
1,8.91,15.69,2,8.88,15.81,3,8.87,15.92,4,9.04,16.35
1,8.36,24.05,2,8.41,24.22,3,8.38,24.30,4,8.70,25.05
1,8.60,32.65,2,8.58,32.80,3,8.56,32.86,4,8.84,33.89
1,8.75,41.400,2,8.93,41.724,3,9.33,42.185,4,9.17,43.060
