ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,CHO Ha-Ri POSITION,CHO Ha-Ri LAP TIME,CHO Ha-Ri ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME
1,7.14,7.14,2,7.37,7.37,4,7.75,7.75,3,7.63,7.63
1,9.56,16.70,2,9.58,16.95,4,9.77,17.52,3,9.75,17.38
1,9.05,25.75,2,9.03,25.98,4,8.99,26.51,3,9.04,26.42
1,9.25,35.00,2,9.36,35.34,4,9.11,35.62,3,9.15,35.57
1,9.58,44.579,2,9.61,44.944,3,9.39,45.004,4,9.49,45.056
