HAN Seung Soo POSITION,HAN Seung Soo LAP TIME,HAN Seung Soo ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,Firat YARDIMCI POSITION,Firat YARDIMCI LAP TIME,Firat YARDIMCI ELAPSED TIME,Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME
1,7.00,7.00,5,7.33,7.33,3,7.17,7.17,2,7.09,7.09,4,7.22,7.22
1,9.02,16.02,4,9.24,16.57,5,9.42,16.59,3,9.21,16.30,2,8.99,16.21
1,8.27,24.29,4,8.62,25.19,5,8.75,25.34,3,8.21,24.51,2,8.21,24.42
1,8.44,32.73,4,8.72,33.91,5,8.72,34.06,3,8.41,32.92,2,8.40,32.82
1,8.77,41.486,4,8.96,42.845,5,8.88,42.922,3,8.90,41.802,2,8.81,41.609
