Vojtech LOUDIN POSITION,Vojtech LOUDIN LAP TIME,Vojtech LOUDIN ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME
4,7.42,7.42,3,7.11,7.11,1,6.91,6.91,2,7.03,7.03
4,9.33,16.75,3,9.01,16.12,2,9.00,15.91,1,8.63,15.66
4,9.13,25.88,3,8.75,24.87,2,8.85,24.76,1,8.65,24.31
4,8.99,34.87,3,8.67,33.54,2,8.76,33.52,1,8.50,32.81
4,9.33,44.199,2,9.08,42.620,3,9.51,43.027,1,8.80,41.603
