KIM Hyun-Kon POSITION,KIM Hyun-Kon LAP TIME,KIM Hyun-Kon ELAPSED TIME,LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME,Jonathan GUILMETTE POSITION,Jonathan GUILMETTE LAP TIME,Jonathan GUILMETTE ELAPSED TIME,Eric BEDARD POSITION,Eric BEDARD LAP TIME,Eric BEDARD ELAPSED TIME
2,12.594,12.594,1,12.593,12.593,4,12.858,12.858,3,12.661,12.661
1,9.751,22.345,2,9.818,22.410,4,9.787,22.645,3,9.842,22.503
1,9.218,31.562,3,9.226,31.635,4,9.240,31.884,2,9.101,31.604
1,9.124,40.686,2,9.126,40.761,4,9.042,40.926,3,9.164,40.767
2,9.314,49.999,3,9.250,50.011,4,9.305,50.230,1,9.153,49.920
1,8.929,58.928,2,9.084,59.095,3,9.039,59.269,4,9.694,59.613
1,9.309,1:08.237,2,9.175,1:08.269,3,9.352,1:08.620,4,9.394,1:09.006
2,9.370,1:17.607,1,9.155,1:17.424,3,9.223,1:17.842,4,9.936,1:18.942
1,9.55,1:27.152,0,,DQ,2,9.32,1:27.155,3,13.21,1:32.145
