Karyna HRYSCHANKA POSITION,Karyna HRYSCHANKA LAP TIME,Karyna HRYSCHANKA ELAPSED TIME,KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,Laurie MARCEAU POSITION,Laurie MARCEAU LAP TIME,Laurie MARCEAU ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME
4,8.35,8.35,1,7.69,7.69,3,7.98,7.98,2,7.82,7.82
4,10.58,18.93,2,9.93,17.62,3,9.70,17.68,1,9.73,17.55
4,10.40,29.33,3,9.79,27.41,2,9.57,27.25,1,9.65,27.20
4,10.68,40.01,3,9.44,36.85,1,9.42,36.67,2,9.50,36.70
4,11.13,51.136,3,9.67,46.516,1,9.64,46.302,2,9.74,46.437
